3,2,4e-06,5,1e+12,6,-20,0.997
3,2,4e-06,5,1e+12,6,-19,0.996
3,2,4e-06,5,1e+12,6,-18,0.995
3,2,4e-06,5,1e+12,6,-17,0.992
3,2,4e-06,5,1e+12,6,-16,0.989
3,2,4e-06,5,1e+12,6,-15,0.985
3,2,4e-06,5,1e+12,6,-14,0.981
3,2,4e-06,5,1e+12,6,-13,0.971
3,2,4e-06,5,1e+12,6,-12,0.962
3,2,4e-06,5,1e+12,6,-11,0.95
3,2,4e-06,5,1e+12,6,-10,0.929
3,2,4e-06,5,1e+12,6,-9,0.906
3,2,4e-06,5,1e+12,6,-8,0.873
3,2,4e-06,5,1e+12,6,-7,0.824
3,2,4e-06,5,1e+12,6,-6,0.771
3,2,4e-06,5,1e+12,6,-5,0.725
3,2,4e-06,5,1e+12,6,-4,0.674
3,2,4e-06,5,1e+12,6,-3,0.625
3,2,4e-06,5,1e+12,6,-2,0.576
3,2,4e-06,5,1e+12,6,-1,0.504
3,2,4e-06,5,1e+12,6,0,0.434
3,2,4e-06,5,1e+12,6,1,0.38
3,2,4e-06,5,1e+12,6,2,0.319
3,2,4e-06,5,1e+12,6,3,0.266
3,2,4e-06,5,1e+12,6,4,0.22
3,2,4e-06,5,1e+12,6,5,0.192
3,2,4e-06,5,1e+12,6,6,0.161
3,2,4e-06,5,1e+12,6,7,0.144
3,2,4e-06,5,1e+12,6,8,0.132
3,2,4e-06,5,1e+12,6,9,0.115
3,2,4e-06,5,1e+12,6,10,0.096
3,2,4e-06,5,1e+12,6,11,0.085
3,2,4e-06,5,1e+12,6,12,0.075
3,2,4e-06,5,1e+12,6,13,0.062
3,2,4e-06,5,1e+12,6,14,0.051
3,2,4e-06,5,1e+12,6,15,0.04
3,2,4e-06,5,1e+12,6,16,0.034
3,2,4e-06,5,1e+12,6,17,0.027
3,2,4e-06,5,1e+12,6,18,0.023
3,2,4e-06,5,1e+12,6,19,0.016
3,2,4e-06,5,1e+12,6,20,0.015
4,1,4.8e-06,5,1e+12,6,-20,0.994
4,1,4.8e-06,5,1e+12,6,-19,0.993
4,1,4.8e-06,5,1e+12,6,-18,0.988
4,1,4.8e-06,5,1e+12,6,-17,0.983
4,1,4.8e-06,5,1e+12,6,-16,0.981
4,1,4.8e-06,5,1e+12,6,-15,0.977
4,1,4.8e-06,5,1e+12,6,-14,0.973
4,1,4.8e-06,5,1e+12,6,-13,0.961
4,1,4.8e-06,5,1e+12,6,-12,0.947
4,1,4.8e-06,5,1e+12,6,-11,0.936
4,1,4.8e-06,5,1e+12,6,-10,0.917
4,1,4.8e-06,5,1e+12,6,-9,0.896
4,1,4.8e-06,5,1e+12,6,-8,0.874
4,1,4.8e-06,5,1e+12,6,-7,0.855
4,1,4.8e-06,5,1e+12,6,-6,0.824
4,1,4.8e-06,5,1e+12,6,-5,0.782
4,1,4.8e-06,5,1e+12,6,-4,0.744
4,1,4.8e-06,5,1e+12,6,-3,0.707
